ALLSKY_SFC_LW_DWN,ALLSKY_SFC_SW_DWN,ALLSKY_TOA_SW_DWN,CDD0,CDD10,CLRSKY_SFC_SW_DWN,HDD18_3,T2M,Date,site_id
5.79,2.48,7.77,0.0,0.0,-999.0,24.29,-5.66,2017-03-15,6
5.07,5.21,7.84,0.0,0.0,5.67,21.93,-3.28,2017-03-16,6
5.32,5.65,7.91,0.0,0.0,5.77,22.11,-2.48,2017-03-17,6
7.61,2.02,7.98,1.77,0.0,-999.0,16.53,1.89,2017-03-18,6
6.05,5.53,8.05,3.44,0.0,5.63,14.86,2.5,2017-03-19,6
6.27,5.42,8.12,3.72,0.0,5.73,14.58,3.38,2017-03-20,6
7.91,3.74,8.18,8.08,0.0,-999.0,10.22,7.63,2017-03-21,6
5.41,6.03,8.25,0.22,0.0,6.06,18.08,1.7,2017-03-22,6
5.02,6.09,8.32,0.11,0.0,6.09,18.19,-0.22,2017-03-23,6
7.81,3.43,8.38,4.93,0.0,-999.0,13.37,5.69,2017-03-24,6
8.28,5.09,8.45,13.65,3.65,-999.0,4.65,12.77,2017-03-25,6
8.04,1.3,8.51,6.4,0.0,-999.0,11.9,6.2,2017-03-26,6
8.63,3.37,8.58,11.55,1.55,-999.0,6.75,11.18,2017-03-27,6
8.48,2.36,8.64,12.93,2.93,-999.0,5.37,12.63,2017-03-28,6
6.48,6.22,8.7,9.65,0.0,6.25,8.65,9.48,2017-03-29,6
7.26,3.59,8.76,6.22,0.0,-999.0,12.08,6.03,2017-03-30,6
8.12,0.82,8.82,7.36,0.0,-999.0,10.94,7.64,2017-03-31,6
7.64,2.83,8.89,7.62,0.0,-999.0,10.68,6.91,2017-04-01,6
6.42,6.18,8.95,8.33,0.0,6.36,9.97,8.27,2017-04-02,6
7.73,4.73,9.0,11.48,1.48,-999.0,6.82,10.6,2017-04-03,6
8.25,5.0,9.06,17.35,7.35,-999.0,0.95,17.08,2017-04-04,6
7.44,6.21,9.12,13.59,3.59,6.39,4.71,13.44,2017-04-05,6
8.22,1.05,9.18,12.39,2.39,-999.0,5.91,11.31,2017-04-06,6
7.28,3.15,9.23,5.48,0.0,-999.0,12.82,6.24,2017-04-07,6
5.9,6.62,9.29,6.66,0.0,6.74,11.64,6.41,2017-04-08,6
6.41,6.68,9.34,10.56,0.56,6.72,7.74,10.36,2017-04-09,6
7.34,6.51,9.4,14.31,4.31,6.57,3.99,14.35,2017-04-10,6
7.77,6.32,9.45,18.49,8.49,-999.0,0.0,17.44,2017-04-11,6
7.8,5.62,9.5,16.75,6.75,-999.0,1.55,16.0,2017-04-12,6
6.86,6.35,9.56,12.13,2.13,6.73,6.17,11.7,2017-04-13,6
7.39,5.63,9.62,11.9,1.9,-999.0,6.4,11.7,2017-04-14,6
8.57,2.7,9.68,12.33,2.33,-999.0,5.97,12.98,2017-04-15,6
8.61,6.31,9.74,20.1,10.1,6.65,0.0,20.33,2017-04-16,6
8.46,2.34,9.8,16.12,6.12,-999.0,2.18,17.15,2017-04-17,6
7.05,6.95,9.86,13.31,3.31,7.03,4.99,12.76,2017-04-18,6
7.92,3.71,9.91,11.19,1.19,-999.0,7.11,11.13,2017-04-19,6
8.62,6.44,9.97,17.1,7.1,6.77,1.2,16.4,2017-04-20,6
9.11,3.07,10.02,15.41,5.41,-999.0,2.89,14.77,2017-04-21,6
8.39,1.29,10.08,11.83,1.83,-999.0,6.47,12.05,2017-04-22,6
7.57,5.56,10.13,11.25,1.25,-999.0,7.05,10.74,2017-04-23,6
8.34,1.98,10.18,10.91,0.91,-999.0,7.39,10.9,2017-04-24,6
8.77,1.55,10.23,13.13,3.13,-999.0,5.17,12.86,2017-04-25,6
9.05,2.4,10.28,16.06,6.06,-999.0,2.24,15.49,2017-04-26,6
8.58,5.89,10.33,18.0,8.0,-999.0,0.3,17.95,2017-04-27,6
8.51,7.18,10.38,21.27,11.27,7.22,0.0,20.57,2017-04-28,6
9.11,5.85,10.43,22.25,12.25,-999.0,0.0,22.49,2017-04-29,6
8.91,5.62,10.47,17.75,7.75,-999.0,0.55,17.69,2017-04-30,6
9.25,4.42,10.52,19.79,9.79,-999.0,0.0,20.33,2017-05-01,6
8.25,6.46,10.56,17.57,7.57,-999.0,0.73,19.25,2017-05-02,6
7.44,4.73,10.61,12.88,2.88,7.49,5.42,13.49,2017-05-03,6
7.53,6.18,10.65,11.43,1.43,-999.0,6.87,11.76,2017-05-04,6
9.0,1.38,10.69,15.35,5.35,-999.0,2.95,15.87,2017-05-05,6
8.1,3.12,10.73,13.36,3.36,-999.0,4.94,14.26,2017-05-06,6
7.57,4.42,10.77,10.27,0.27,-999.0,8.03,10.52,2017-05-07,6
6.84,5.93,10.81,9.55,0.0,-999.0,8.75,9.73,2017-05-08,6
6.67,7.66,10.85,11.27,1.27,7.74,7.03,11.77,2017-05-09,6
7.55,7.41,10.88,13.44,3.44,7.6,4.86,13.31,2017-05-10,6
8.35,1.86,10.92,11.79,1.79,-999.0,6.51,11.73,2017-05-11,6
8.43,3.15,10.95,11.41,1.41,-999.0,6.89,11.58,2017-05-12,6
8.17,2.26,10.98,10.26,0.26,-999.0,8.04,10.32,2017-05-13,6
7.66,7.06,11.02,13.94,3.94,7.63,4.36,14.29,2017-05-14,6
6.89,7.64,11.05,14.46,4.46,7.76,3.84,14.33,2017-05-15,6
7.48,7.69,11.08,16.6,6.6,7.73,1.7,17.11,2017-05-16,6
8.6,7.41,11.11,21.04,11.04,7.53,0.0,21.58,2017-05-17,6
9.06,7.48,11.14,25.2,15.2,-999.0,0.0,24.66,2017-05-18,6
9.26,7.3,11.16,25.29,15.29,7.48,0.0,24.78,2017-05-19,6
8.91,4.27,11.19,15.55,5.55,-999.0,2.75,16.08,2017-05-20,6
8.76,5.2,11.22,14.85,4.85,-999.0,3.45,14.98,2017-05-21,6
9.05,1.17,11.24,17.55,7.55,-999.0,0.75,17.13,2017-05-22,6
8.9,2.7,11.26,17.55,7.55,-999.0,0.75,16.83,2017-05-23,6
9.02,4.75,11.29,16.47,6.47,-999.0,1.83,15.81,2017-05-24,6
9.01,5.51,11.31,18.04,8.04,-999.0,0.26,16.92,2017-05-25,6
8.56,5.21,11.33,18.37,8.37,-999.0,0.0,18.22,2017-05-26,6
9.01,4.36,11.35,18.04,8.04,-999.0,0.26,17.92,2017-05-27,6
9.15,5.73,11.37,17.19,7.19,-999.0,1.11,17.38,2017-05-28,6
9.13,1.84,11.39,17.5,7.5,-999.0,0.8,16.94,2017-05-29,6
8.9,1.7,11.41,15.86,5.86,-999.0,2.44,15.59,2017-05-30,6
8.59,6.62,11.42,19.82,9.82,-999.0,0.0,19.57,2017-05-31,6
7.89,7.64,11.44,19.32,9.32,7.93,0.0,19.48,2017-06-01,6
7.83,7.14,11.45,18.27,8.27,7.92,0.03,18.42,2017-06-02,6
7.75,6.03,11.47,16.95,6.95,-999.0,1.35,16.94,2017-06-03,6
8.58,6.69,11.48,18.75,8.75,7.76,0.0,19.45,2017-06-04,6
9.37,1.59,11.49,20.57,10.57,-999.0,0.0,20.62,2017-06-05,6
9.09,4.71,11.5,17.74,7.74,-999.0,0.56,17.62,2017-06-06,6
8.26,4.49,11.52,15.17,5.17,-999.0,3.13,15.21,2017-06-07,6
7.82,4.1,11.52,15.47,5.47,-999.0,2.83,15.68,2017-06-08,6
7.85,7.64,11.53,17.59,7.59,7.96,0.71,18.82,2017-06-09,6
8.54,7.73,11.54,21.4,11.4,7.83,0.0,21.87,2017-06-10,6
8.76,7.81,11.55,24.01,14.01,7.86,0.0,24.41,2017-06-11,6
8.91,7.64,11.55,25.46,15.46,-999.0,0.0,25.71,2017-06-12,6
9.17,7.3,11.56,26.31,16.31,-999.0,0.0,26.78,2017-06-13,6
9.47,6.54,11.56,23.03,13.03,7.66,0.0,23.94,2017-06-14,6
8.83,7.57,11.57,21.73,11.73,-999.0,0.0,21.28,2017-06-15,6
9.96,4.16,11.57,22.53,12.53,-999.0,0.0,22.48,2017-06-16,6
10.11,4.75,11.57,23.0,13.0,-999.0,0.0,23.23,2017-06-17,6
9.91,6.41,11.57,25.89,15.89,-999.0,0.0,25.84,2017-06-18,6
10.22,5.75,11.57,26.15,16.15,-999.0,0.0,26.03,2017-06-19,6
8.95,7.73,11.57,23.95,13.95,7.94,0.0,24.02,2017-06-20,6
9.06,6.32,11.57,23.98,13.98,-999.0,0.0,23.96,2017-06-21,6
9.5,6.76,11.57,24.44,14.44,7.76,0.0,25.11,2017-06-22,6
10.08,5.42,11.57,26.16,16.16,-999.0,0.0,26.22,2017-06-23,6
9.29,7.32,11.56,24.31,14.31,-999.0,0.0,24.9,2017-06-24,6
8.62,7.03,11.56,22.52,12.52,-999.0,0.0,22.83,2017-06-25,6
8.03,7.5,11.55,20.64,10.64,-999.0,0.0,20.84,2017-06-26,6
8.34,7.25,11.55,20.52,10.52,-999.0,0.0,20.32,2017-06-27,6
7.66,8.03,11.54,19.23,9.23,8.11,0.0,19.89,2017-06-28,6
8.68,7.46,11.53,22.64,12.64,-999.0,0.0,23.1,2017-06-29,6
9.5,7.55,11.52,26.4,16.4,7.71,0.0,26.01,2017-06-30,6
10.3,5.27,11.51,26.17,16.17,-999.0,0.0,25.66,2017-07-01,6
9.3,7.54,11.5,26.1,16.1,7.75,0.0,26.06,2017-07-02,6
9.27,7.64,11.49,25.68,15.68,-999.0,0.0,26.33,2017-07-03,6
9.75,7.12,11.48,26.01,16.01,-999.0,0.0,25.73,2017-07-04,6
9.8,4.91,11.47,23.88,13.88,-999.0,0.0,23.19,2017-07-05,6
9.91,1.68,11.45,22.76,12.76,-999.0,0.0,21.93,2017-07-06,6
10.02,5.47,11.44,24.06,14.06,-999.0,0.0,23.41,2017-07-07,6
9.3,7.11,11.42,24.63,14.63,7.66,0.0,24.72,2017-07-08,6
8.13,7.69,11.41,22.67,12.67,7.95,0.0,23.03,2017-07-09,6
9.35,5.88,11.39,23.44,13.44,-999.0,0.0,24.39,2017-07-10,6
9.91,5.28,11.37,27.05,17.05,-999.0,0.0,27.14,2017-07-11,6
10.03,5.46,11.35,27.74,17.74,-999.0,0.0,27.64,2017-07-12,6
10.2,5.23,11.33,29.25,19.25,-999.0,0.0,28.91,2017-07-13,6
10.62,5.13,11.31,26.89,16.89,-999.0,0.0,26.38,2017-07-14,6
9.64,6.19,11.29,25.03,15.03,-999.0,0.0,25.06,2017-07-15,6
9.14,6.62,11.27,24.18,14.18,-999.0,0.0,24.49,2017-07-16,6
9.43,6.41,11.24,24.68,14.68,-999.0,0.0,24.84,2017-07-17,6
9.6,6.67,11.22,25.7,15.7,-999.0,0.0,25.86,2017-07-18,6
9.84,6.94,11.2,27.33,17.33,-999.0,0.0,27.42,2017-07-19,6
9.99,6.58,11.17,28.73,18.73,-999.0,0.0,28.9,2017-07-20,6
10.07,6.46,11.14,28.93,18.93,-999.0,0.0,28.86,2017-07-21,6
10.41,6.55,11.12,29.08,19.08,-999.0,0.0,28.5,2017-07-22,6
10.55,5.22,11.09,27.0,17.0,-999.0,0.0,26.06,2017-07-23,6
9.83,7.08,11.06,25.2,15.2,7.34,0.0,25.33,2017-07-24,6
9.42,3.98,11.03,22.7,12.7,-999.0,0.0,22.22,2017-07-25,6
9.32,5.33,11.0,22.02,12.02,-999.0,0.0,21.56,2017-07-26,6
9.54,2.96,10.97,22.29,12.29,-999.0,0.0,22.89,2017-07-27,6
9.73,2.62,10.93,24.46,14.46,-999.0,0.0,23.93,2017-07-28,6
9.42,2.54,10.9,20.14,10.14,-999.0,0.0,20.61,2017-07-29,6
7.83,7.49,10.87,20.21,10.21,7.49,0.0,20.77,2017-07-30,6
8.51,7.3,10.83,22.22,12.22,7.34,0.0,23.16,2017-07-31,6
9.18,7.12,10.79,24.65,14.65,7.22,0.0,25.17,2017-08-01,6
9.6,5.79,10.76,24.69,14.69,7.12,0.0,24.49,2017-08-02,6
9.52,6.63,10.72,24.3,14.3,7.07,0.0,24.43,2017-08-03,6
9.23,7.05,10.68,25.41,15.41,7.15,0.0,24.79,2017-08-04,6
8.76,6.79,10.64,21.01,11.01,7.23,0.0,22.22,2017-08-05,6
8.88,5.48,10.6,20.26,10.26,-999.0,0.0,20.77,2017-08-06,6
9.83,0.83,10.56,21.17,11.17,-999.0,0.0,21.16,2017-08-07,6
9.0,4.26,10.52,21.58,11.58,-999.0,0.0,21.07,2017-08-08,6
7.98,7.14,10.47,21.75,11.75,-999.0,0.0,22.08,2017-08-09,6
8.41,6.66,10.43,22.37,12.37,-999.0,0.0,22.25,2017-08-10,6
9.65,5.7,10.38,22.43,12.43,-999.0,0.0,22.42,2017-08-11,6
10.13,3.17,10.34,23.62,13.62,-999.0,0.0,22.93,2017-08-12,6
8.77,6.72,10.29,23.57,13.57,-999.0,0.0,23.13,2017-08-13,6
9.44,3.03,10.24,22.35,12.35,-999.0,0.0,22.37,2017-08-14,6
9.96,1.05,10.19,22.57,12.57,-999.0,0.0,22.48,2017-08-15,6
9.14,6.1,10.14,24.28,14.28,-999.0,0.0,24.76,2017-08-16,6
9.5,6.1,10.09,24.62,14.62,6.61,0.0,24.95,2017-08-17,6
10.53,4.87,10.04,26.56,16.56,-999.0,0.0,26.21,2017-08-18,6
9.47,6.34,9.99,25.51,15.51,-999.0,0.0,25.26,2017-08-19,6
8.32,6.77,9.94,23.08,13.08,6.8,0.0,23.23,2017-08-20,6
9.33,5.83,9.88,23.92,13.92,-999.0,0.0,24.41,2017-08-21,6
9.78,6.35,9.83,26.73,16.73,-999.0,0.0,26.26,2017-08-22,6
9.36,4.89,9.77,22.81,12.81,-999.0,0.0,23.35,2017-08-23,6
8.32,6.49,9.71,21.45,11.45,6.6,0.0,21.07,2017-08-24,6
8.86,5.98,9.66,20.15,10.15,6.52,0.0,20.32,2017-08-25,6
8.22,6.25,9.6,20.38,10.38,6.52,0.0,20.2,2017-08-26,6
7.83,5.74,9.54,19.04,9.04,-999.0,0.0,18.86,2017-08-27,6
8.21,4.98,9.48,19.2,9.2,-999.0,0.0,19.16,2017-08-28,6
9.33,0.76,9.42,18.43,8.43,-999.0,0.0,18.25,2017-08-29,6
8.55,5.9,9.36,19.57,9.57,-999.0,0.0,19.2,2017-08-30,6
8.96,5.89,9.31,22.24,12.24,6.16,0.0,21.93,2017-08-31,6
8.28,4.47,9.26,17.37,7.37,-999.0,0.93,16.78,2017-09-01,6
8.95,1.37,9.21,15.47,5.47,-999.0,2.83,15.71,2017-09-02,6
9.04,4.08,9.15,19.66,9.66,-999.0,0.0,19.42,2017-09-03,6
8.13,6.22,9.1,19.73,9.73,6.35,0.0,20.13,2017-09-04,6
9.09,6.07,9.04,23.78,13.78,6.14,0.0,23.16,2017-09-05,6
9.51,0.9,8.99,18.67,8.67,-999.0,0.0,19.14,2017-09-06,6
7.98,5.72,8.93,17.67,7.67,-999.0,0.63,17.15,2017-09-07,6
7.73,5.6,8.87,16.95,6.95,6.17,1.35,16.75,2017-09-08,6
7.37,5.63,8.82,15.63,5.63,6.19,2.67,15.31,2017-09-09,6
7.39,5.8,8.76,16.21,6.21,6.14,2.09,16.03,2017-09-10,6
7.66,5.93,8.7,16.9,6.9,6.09,1.4,17.68,2017-09-11,6
8.73,4.36,8.64,20.19,10.19,-999.0,0.0,19.62,2017-09-12,6
9.48,2.04,8.58,20.77,10.77,-999.0,0.0,20.99,2017-09-13,6
9.42,4.3,8.52,23.14,13.14,-999.0,0.0,22.24,2017-09-14,6
9.08,5.39,8.46,22.5,12.5,5.59,0.0,22.34,2017-09-15,6
9.06,5.2,8.39,23.84,13.84,-999.0,0.0,23.11,2017-09-16,6
9.21,4.25,8.33,22.62,12.62,-999.0,0.0,22.23,2017-09-17,6
9.38,3.05,8.27,22.54,12.54,-999.0,0.0,21.98,2017-09-18,6
9.66,2.9,8.2,22.44,12.44,-999.0,0.0,22.12,2017-09-19,6
9.38,4.85,8.14,24.59,14.59,-999.0,0.0,24.01,2017-09-20,6
8.87,5.25,8.08,24.61,14.61,-999.0,0.0,24.05,2017-09-21,6
8.72,3.17,8.01,23.12,13.12,-999.0,0.0,22.31,2017-09-22,6
8.61,5.26,7.94,24.27,14.27,5.27,0.0,23.92,2017-09-23,6
8.81,5.19,7.88,24.92,14.92,5.21,0.0,24.6,2017-09-24,6
9.07,5.04,7.81,25.87,15.87,5.12,0.0,24.8,2017-09-25,6
9.39,3.85,7.75,23.51,13.51,-999.0,0.0,23.2,2017-09-26,6
9.69,4.16,7.68,25.73,15.73,-999.0,0.0,25.08,2017-09-27,6
8.17,5.1,7.61,20.3,10.3,5.1,0.0,21.44,2017-09-28,6
7.55,4.89,7.54,16.2,6.2,5.13,2.1,16.09,2017-09-29,6
7.94,2.75,7.47,15.14,5.14,-999.0,3.16,15.14,2017-09-30,6
7.01,4.86,7.4,14.64,4.64,5.13,3.66,14.29,2017-10-01,6
6.87,5.15,7.34,15.95,5.95,5.15,2.35,15.41,2017-10-02,6
7.2,4.85,7.27,16.77,6.77,-999.0,1.53,16.08,2017-10-03,6
7.19,5.03,7.2,17.33,7.33,5.03,0.97,16.86,2017-10-04,6
8.95,3.39,7.13,20.99,10.99,-999.0,0.0,20.56,2017-10-05,6
9.02,3.26,7.06,22.49,12.49,-999.0,0.0,21.4,2017-10-06,6
9.2,3.93,6.99,22.15,12.15,-999.0,0.0,22.07,2017-10-07,6
10.05,1.66,6.92,23.88,13.88,-999.0,0.0,23.22,2017-10-08,6
10.11,1.58,6.85,24.67,14.67,-999.0,0.0,23.89,2017-10-09,6
9.04,4.25,6.78,24.12,14.12,-999.0,0.0,23.36,2017-10-10,6
9.63,2.17,6.7,22.08,12.08,-999.0,0.0,20.94,2017-10-11,6
9.11,1.33,6.63,16.04,6.04,-999.0,2.26,16.24,2017-10-12,6
8.91,1.79,6.56,16.65,6.65,-999.0,1.65,16.48,2017-10-13,6
9.06,1.95,6.49,20.26,10.26,-999.0,0.0,19.42,2017-10-14,6
9.1,1.66,6.42,20.16,10.16,-999.0,0.0,19.82,2017-10-15,6
8.04,2.23,6.35,13.05,3.05,-999.0,5.25,14.41,2017-10-16,6
6.19,4.4,6.29,10.13,0.13,4.4,8.17,9.5,2017-10-17,6
6.75,4.27,6.23,13.95,3.95,4.27,4.35,13.03,2017-10-18,6
6.77,4.25,6.17,14.76,4.76,4.26,3.54,14.04,2017-10-19,6
7.22,4.11,6.11,16.74,6.74,4.11,1.56,15.53,2017-10-20,6
7.3,3.94,6.06,17.13,7.13,4.08,1.17,15.94,2017-10-21,6
7.53,3.96,6.0,17.42,7.42,-999.0,0.88,16.08,2017-10-22,6
8.81,2.04,5.94,19.18,9.18,-999.0,0.0,19.23,2017-10-23,6
8.58,3.39,5.88,18.29,8.29,3.72,0.01,19.74,2017-10-24,6
7.5,3.01,5.82,13.97,3.97,-999.0,4.33,12.98,2017-10-25,6
7.07,2.56,5.76,10.88,0.88,-999.0,7.42,10.3,2017-10-26,6
6.67,3.8,5.71,11.3,1.3,3.8,7.0,10.72,2017-10-27,6
7.43,3.5,5.65,14.45,4.45,-999.0,3.85,14.39,2017-10-28,6
9.18,0.25,5.59,16.76,6.76,-999.0,1.54,17.05,2017-10-29,6
7.05,3.56,5.54,8.7,0.0,3.7,9.6,9.33,2017-10-30,6
6.38,3.6,5.48,8.97,0.0,3.64,9.33,8.35,2017-10-31,6
7.91,1.93,5.42,9.75,0.0,-999.0,8.55,9.78,2017-11-01,6
8.03,3.33,5.37,17.08,7.08,3.41,1.22,16.41,2017-11-02,6
8.17,2.31,5.31,16.36,6.36,-999.0,1.94,16.35,2017-11-03,6
7.27,2.78,5.26,9.6,0.0,-999.0,8.7,9.36,2017-11-04,6
8.9,1.6,5.21,14.76,4.76,-999.0,3.54,14.46,2017-11-05,6
8.54,1.89,5.15,14.29,4.29,-999.0,4.01,15.68,2017-11-06,6
7.57,0.32,5.1,5.68,0.0,-999.0,12.62,5.3,2017-11-07,6
7.12,2.45,5.05,6.5,0.0,-999.0,11.8,5.73,2017-11-08,6
7.32,2.42,5.0,8.94,0.0,-999.0,9.36,9.11,2017-11-09,6
5.56,3.0,4.95,1.67,0.0,3.37,16.63,2.23,2017-11-10,6
5.32,3.27,4.9,0.0,0.0,3.31,19.24,-1.37,2017-11-11,6
6.65,2.39,4.85,3.54,0.0,-999.0,14.76,2.82,2017-11-12,6
7.62,1.18,4.8,4.11,0.0,-999.0,14.19,3.86,2017-11-13,6
6.47,2.26,4.75,4.63,0.0,-999.0,13.67,3.94,2017-11-14,6
7.0,2.61,4.71,5.62,0.0,3.03,12.68,5.53,2017-11-15,6
6.88,2.46,4.66,9.55,0.0,2.99,8.75,8.7,2017-11-16,6
5.8,3.03,4.62,5.23,0.0,3.08,13.07,4.21,2017-11-17,6
7.52,1.25,4.57,5.68,0.0,-999.0,12.62,7.06,2017-11-18,6
6.69,2.71,4.53,8.48,0.0,-999.0,9.82,9.07,2017-11-19,6
5.69,2.88,4.49,4.33,0.0,2.91,13.97,3.47,2017-11-20,6
6.78,2.35,4.45,7.55,0.0,-999.0,10.75,7.23,2017-11-21,6
6.92,2.29,4.41,6.48,0.0,-999.0,11.82,8.23,2017-11-22,6
5.33,2.9,4.37,1.0,0.0,2.9,17.3,0.25,2017-11-23,6
5.84,2.79,4.33,4.21,0.0,2.79,14.09,2.83,2017-11-24,6
6.43,2.67,4.29,6.73,0.0,2.72,11.57,6.32,2017-11-25,6
5.83,2.66,4.26,5.27,0.0,2.77,13.03,5.02,2017-11-26,6
6.24,2.64,4.23,6.34,0.0,2.69,11.96,5.45,2017-11-27,6
6.36,2.59,4.19,7.55,0.0,2.63,10.75,6.56,2017-11-28,6
6.16,2.6,4.16,9.58,0.0,2.69,8.72,8.57,2017-11-29,6
6.76,2.15,4.13,6.79,0.0,-999.0,11.51,5.88,2017-11-30,6
6.19,2.51,4.1,5.78,0.0,-999.0,12.52,5.99,2017-12-01,6
6.29,1.99,4.07,4.39,0.0,-999.0,13.91,4.33,2017-12-02,6
6.69,1.89,4.05,7.22,0.0,-999.0,11.08,6.19,2017-12-03,6
6.45,2.07,4.02,5.69,0.0,-999.0,12.61,4.71,2017-12-04,6
8.45,1.04,4.0,10.89,0.89,-999.0,7.41,11.94,2017-12-05,6
6.87,2.18,3.97,7.96,0.0,-999.0,10.34,5.35,2017-12-06,6
6.25,2.33,3.95,3.32,0.0,-999.0,14.98,2.9,2017-12-07,6
7.22,1.12,3.93,0.96,0.0,-999.0,17.34,0.99,2017-12-08,6
7.22,0.39,3.92,0.0,0.0,-999.0,19.73,-0.64,2017-12-09,6
6.13,1.94,3.9,0.0,0.0,2.56,19.35,-1.35,2017-12-10,6
6.18,2.5,3.88,1.13,0.0,2.55,17.17,0.82,2017-12-11,6
6.53,0.83,3.87,0.75,0.0,-999.0,17.55,2.7,2017-12-12,6
5.31,2.58,3.86,0.0,0.0,2.59,22.31,-4.09,2017-12-13,6
5.89,2.25,3.85,0.0,0.0,-999.0,20.08,-1.57,2017-12-14,6
6.26,0.54,3.84,0.0,0.0,-999.0,22.36,-4.08,2017-12-15,6
6.03,1.89,3.83,0.0,0.0,-999.0,18.75,-0.92,2017-12-16,6
6.85,1.57,3.82,0.98,0.0,-999.0,17.32,0.39,2017-12-17,6
6.74,2.31,3.82,3.86,0.0,2.41,14.44,2.79,2017-12-18,6
6.89,2.3,3.81,6.35,0.0,2.42,11.95,5.45,2017-12-19,6
7.11,1.14,3.81,1.88,0.0,-999.0,16.42,3.42,2017-12-20,6
5.76,2.43,3.81,0.66,0.0,2.44,17.64,0.07,2017-12-21,6
7.23,1.1,3.81,4.08,0.0,-999.0,14.22,3.76,2017-12-22,6
8.01,0.49,3.81,8.14,0.0,-999.0,10.16,7.91,2017-12-23,6
6.95,1.25,3.82,2.43,0.0,-999.0,15.87,2.63,2017-12-24,6
5.82,2.39,3.82,0.2,0.0,-999.0,18.1,0.06,2017-12-25,6
5.46,2.3,3.83,0.0,0.0,2.55,20.61,-2.99,2017-12-26,6
5.34,2.08,3.84,0.0,0.0,2.54,24.21,-5.34,2017-12-27,6
4.38,2.59,3.85,0.0,0.0,2.62,27.31,-9.38,2017-12-28,6
5.13,1.97,3.86,0.0,0.0,-999.0,26.06,-7.87,2017-12-29,6
5.59,1.4,3.87,0.0,0.0,-999.0,24.11,-6.06,2017-12-30,6
4.99,1.26,3.89,0.0,0.0,-999.0,28.39,-9.51,2017-12-31,6
4.06,2.67,3.9,0.0,0.0,2.69,29.15,-10.75,2018-01-01,6
4.32,2.65,3.92,0.0,0.0,2.67,26.87,-9.35,2018-01-02,6
5.37,2.49,3.94,0.0,0.0,-999.0,25.28,-7.1,2018-01-03,6
5.95,0.75,3.96,0.0,0.0,-999.0,25.55,-5.87,2018-01-04,6
4.15,2.13,3.98,0.0,0.0,2.76,29.22,-10.89,2018-01-05,6
4.14,2.34,4.01,0.0,0.0,-999.0,31.44,-12.82,2018-01-06,6
4.59,2.39,4.03,0.0,0.0,-999.0,31.53,-13.19,2018-01-07,6
6.51,1.54,4.06,0.0,0.0,-999.0,24.63,-5.08,2018-01-08,6
5.77,2.68,4.08,0.45,0.0,2.68,17.85,-0.86,2018-01-09,6
6.44,2.42,4.11,0.0,0.0,-999.0,18.55,-0.29,2018-01-10,6
7.59,1.82,4.14,6.11,0.0,-999.0,12.19,4.72,2018-01-11,6
8.61,0.48,4.17,11.69,1.69,-999.0,6.61,12.0,2018-01-12,6
6.41,2.5,4.21,2.48,0.0,2.74,15.82,1.29,2018-01-13,6
4.46,2.95,4.24,0.0,0.0,2.95,24.3,-6.89,2018-01-14,6
6.26,1.51,4.28,0.0,0.0,-999.0,22.21,-4.36,2018-01-15,6
6.6,2.51,4.31,0.56,0.0,-999.0,17.74,0.04,2018-01-16,6
6.53,1.14,4.35,0.0,0.0,-999.0,20.99,-2.53,2018-01-17,6
5.01,2.98,4.39,0.0,0.0,3.0,22.64,-4.98,2018-01-18,6
5.56,2.97,4.43,0.0,0.0,-999.0,18.84,-1.3,2018-01-19,6
5.92,2.97,4.47,4.17,0.0,-999.0,14.13,2.18,2018-01-20,6
7.01,1.79,4.51,3.72,0.0,-999.0,14.58,2.93,2018-01-21,6
7.29,2.01,4.56,6.7,0.0,-999.0,11.6,5.61,2018-01-22,6
7.32,2.14,4.6,8.39,0.0,-999.0,9.91,8.59,2018-01-23,6
6.65,2.35,4.65,1.82,0.0,-999.0,16.48,1.91,2018-01-24,6
5.26,3.21,4.69,0.0,0.0,3.21,19.21,-1.9,2018-01-25,6
5.34,3.18,4.74,0.14,0.0,3.18,18.16,-0.97,2018-01-26,6
6.42,3.15,4.79,5.06,0.0,-999.0,13.24,4.63,2018-01-27,6
7.64,0.7,4.84,6.75,0.0,-999.0,11.55,7.33,2018-01-28,6
7.31,1.16,4.89,3.54,0.0,-999.0,14.76,3.1,2018-01-29,6
6.33,1.01,4.94,0.0,0.0,-999.0,20.74,-1.58,2018-01-30,6
5.44,3.39,4.99,0.0,0.0,3.39,22.02,-3.67,2018-01-31,6
7.18,1.43,5.04,2.2,0.0,-999.0,16.1,2.29,2018-02-01,6
5.72,2.62,5.09,0.0,0.0,-999.0,21.14,-2.66,2018-02-02,6
4.93,3.54,5.15,0.0,0.0,3.54,23.42,-5.15,2018-02-03,6
6.79,0.9,5.2,0.32,0.0,-999.0,17.98,0.87,2018-02-04,6
5.24,3.68,5.26,0.0,0.0,-999.0,21.31,-2.2,2018-02-05,6
6.42,1.1,5.31,0.53,0.0,-999.0,17.77,-0.89,2018-02-06,6
7.18,0.34,5.37,1.73,0.0,-999.0,16.57,1.12,2018-02-07,6
5.21,3.8,5.43,0.0,0.0,3.81,20.65,-2.8,2018-02-08,6
6.6,2.66,5.48,0.0,0.0,-999.0,20.84,-1.79,2018-02-09,6
