ALLSKY_SFC_LW_DWN,ALLSKY_SFC_SW_DWN,ALLSKY_TOA_SW_DWN,CDD0,CDD10,CLRSKY_SFC_SW_DWN,HDD18_3,T2M,Date,site_id
7.53,1.05,5.54,3.48,0.0,-999.0,14.82,3.58,2018-02-10,6
8.53,0.53,5.6,9.25,0.0,-999.0,9.05,10.3,2018-02-11,6
6.87,2.68,5.66,5.36,0.0,-999.0,12.94,4.45,2018-02-12,6
5.45,4.04,5.72,0.0,0.0,4.04,18.75,-0.69,2018-02-13,6
7.14,3.68,5.78,4.77,0.0,-999.0,13.53,4.29,2018-02-14,6
8.35,1.27,5.84,10.47,0.47,-999.0,7.83,9.81,2018-02-15,6
8.05,1.3,5.9,8.55,0.0,-999.0,9.75,10.7,2018-02-16,6
6.38,2.96,5.96,0.01,0.0,4.16,18.29,0.15,2018-02-17,6
5.66,4.3,6.02,1.93,0.0,4.31,16.37,1.47,2018-02-18,6
7.75,1.47,6.08,3.53,0.0,-999.0,14.77,4.9,2018-02-19,6
7.5,4.0,6.14,13.17,3.17,4.13,5.13,12.2,2018-02-20,6
8.17,4.1,6.2,17.06,7.06,-999.0,1.24,16.33,2018-02-21,6
8.18,0.95,6.27,7.39,0.0,-999.0,10.91,7.02,2018-02-22,6
7.97,1.36,6.33,4.72,0.0,-999.0,13.58,4.89,2018-02-23,6
8.37,1.49,6.39,8.72,0.0,-999.0,9.58,8.25,2018-02-24,6
8.25,0.89,6.45,8.24,0.0,-999.0,10.06,7.73,2018-02-25,6
7.14,2.15,6.52,6.27,0.0,-999.0,12.03,6.63,2018-02-26,6
5.61,4.78,6.6,5.31,0.0,4.78,12.99,4.97,2018-02-27,6
6.87,4.62,6.67,7.53,0.0,4.69,10.77,7.52,2018-02-28,6
7.83,1.51,6.74,9.37,0.0,-999.0,8.93,8.62,2018-03-01,6
7.38,1.29,6.82,3.56,0.0,-999.0,14.74,3.32,2018-03-02,6
6.86,4.37,6.89,4.14,0.0,-999.0,14.16,2.98,2018-03-03,6
5.9,4.04,6.96,2.57,0.0,4.92,15.73,2.15,2018-03-04,6
5.36,4.87,7.04,1.43,0.0,4.96,16.87,0.56,2018-03-05,6
6.31,4.43,7.11,2.42,0.0,-999.0,15.88,2.29,2018-03-06,6
6.9,0.55,7.18,0.85,0.0,-999.0,17.45,1.15,2018-03-07,6
5.72,3.9,7.26,0.79,0.0,-999.0,17.51,0.35,2018-03-08,6
5.95,4.13,7.33,0.99,0.0,-999.0,17.31,0.41,2018-03-09,6
5.34,5.11,7.4,1.24,0.0,5.25,17.06,0.56,2018-03-10,6
5.45,5.21,7.47,1.27,0.0,5.32,17.03,0.75,2018-03-11,6
6.74,1.68,7.54,1.03,0.0,-999.0,17.27,1.03,2018-03-12,6
6.14,4.32,7.61,1.43,0.0,-999.0,16.87,1.32,2018-03-13,6
5.98,4.13,7.68,0.15,0.0,-999.0,18.15,0.03,2018-03-14,6
6.04,2.0,7.76,2.54,0.0,-999.0,15.76,1.89,2018-03-15,6
5.54,4.46,7.82,0.38,0.0,-999.0,17.92,0.41,2018-03-16,6
5.99,3.51,7.89,0.64,0.0,-999.0,17.66,0.32,2018-03-17,6
5.42,5.67,7.96,2.73,0.0,5.67,15.57,2.34,2018-03-18,6
6.06,5.4,8.03,4.0,0.0,5.63,14.3,3.43,2018-03-19,6
7.22,0.72,8.1,0.28,0.0,-999.0,18.02,0.27,2018-03-20,6
7.08,0.69,8.17,0.42,0.0,-999.0,17.88,0.39,2018-03-21,6
6.2,4.57,8.23,2.53,0.0,5.83,15.77,2.16,2018-03-22,6
5.73,5.73,8.3,3.17,0.0,5.94,15.13,2.89,2018-03-23,6
5.47,6.02,8.37,3.0,0.0,6.1,15.3,2.84,2018-03-24,6
6.13,4.02,8.43,1.96,0.0,-999.0,16.34,1.68,2018-03-25,6
5.46,5.91,8.5,2.85,0.0,6.16,15.45,2.07,2018-03-26,6
7.0,3.5,8.56,2.31,0.0,-999.0,15.99,2.5,2018-03-27,6
8.31,2.49,8.63,6.98,0.0,-999.0,11.32,6.78,2018-03-28,6
8.16,5.55,8.69,12.11,2.11,-999.0,6.19,11.78,2018-03-29,6
7.9,2.53,8.75,11.41,1.41,-999.0,6.89,13.28,2018-03-30,6
5.72,6.44,8.81,6.28,0.0,6.5,12.02,6.29,2018-03-31,6
7.64,2.73,8.87,9.72,0.0,-999.0,8.58,9.04,2018-04-01,6
7.64,2.83,8.93,4.7,0.0,-999.0,13.6,4.71,2018-04-02,6
8.05,1.55,8.99,4.7,0.0,-999.0,13.6,5.51,2018-04-03,6
7.47,1.43,9.05,10.45,0.45,-999.0,7.85,9.65,2018-04-04,6
5.64,6.33,9.11,3.25,0.0,6.61,15.05,3.14,2018-04-05,6
7.46,3.64,9.16,8.16,0.0,-999.0,10.14,8.36,2018-04-06,6
7.64,2.58,9.22,5.77,0.0,-999.0,12.53,5.32,2018-04-07,6
5.63,6.61,9.28,2.8,0.0,6.79,15.5,2.18,2018-04-08,6
6.83,4.82,9.33,3.0,0.0,-999.0,15.3,2.86,2018-04-09,6
6.54,5.93,9.38,4.83,0.0,-999.0,13.47,4.52,2018-04-10,6
6.34,5.67,9.44,4.3,0.0,6.79,14.0,5.03,2018-04-11,6
7.56,5.05,9.49,11.29,1.29,-999.0,7.01,11.59,2018-04-12,6
7.8,6.5,9.54,18.31,8.31,6.63,0.0,17.26,2018-04-13,6
7.75,6.62,9.61,18.78,8.78,6.71,0.0,18.81,2018-04-14,6
8.3,1.6,9.67,7.96,0.0,-999.0,10.34,7.31,2018-04-15,6
8.31,3.27,9.73,11.89,1.89,-999.0,6.41,12.16,2018-04-16,6
7.12,2.4,9.79,4.82,0.0,-999.0,13.48,4.95,2018-04-17,6
6.69,6.94,9.84,6.18,0.0,7.05,12.12,6.72,2018-04-18,6
7.61,1.79,9.9,8.24,0.0,-999.0,10.06,7.55,2018-04-19,6
5.86,7.12,9.96,6.05,0.0,7.22,12.25,5.39,2018-04-20,6
6.3,7.02,10.01,6.86,0.0,-999.0,11.44,7.28,2018-04-21,6
6.54,7.09,10.07,10.12,0.12,-999.0,8.18,9.92,2018-04-22,6
6.32,7.18,10.12,11.61,1.61,7.34,6.69,11.03,2018-04-23,6
7.64,3.62,10.17,10.49,0.49,-999.0,7.81,11.03,2018-04-24,6
8.64,3.34,10.22,15.75,5.75,-999.0,2.55,15.32,2018-04-25,6
6.92,7.33,10.27,13.79,3.79,7.4,4.51,13.67,2018-04-26,6
8.15,2.51,10.32,12.99,2.99,-999.0,5.31,12.62,2018-04-27,6
7.63,7.1,10.37,14.07,4.07,-999.0,4.23,14.3,2018-04-28,6
7.09,4.49,10.42,9.09,0.0,-999.0,9.21,9.3,2018-04-29,6
6.71,5.31,10.46,10.17,0.17,7.5,8.13,9.59,2018-04-30,6
6.81,7.43,10.51,14.08,4.08,7.45,4.22,14.65,2018-05-01,6
7.51,7.3,10.55,19.19,9.19,7.44,0.0,19.23,2018-05-02,6
8.68,7.1,10.6,22.49,12.49,7.15,0.0,22.23,2018-05-03,6
9.12,6.15,10.64,23.17,13.17,-999.0,0.0,22.58,2018-05-04,6
8.71,3.56,10.68,16.9,6.9,-999.0,1.4,16.75,2018-05-05,6
8.49,1.66,10.72,15.61,5.61,-999.0,2.69,15.2,2018-05-06,6
8.11,6.04,10.76,16.84,6.84,-999.0,1.46,16.45,2018-05-07,6
7.37,7.37,10.8,16.2,6.2,7.47,2.1,15.73,2018-05-08,6
7.34,7.15,10.84,16.4,6.4,7.54,1.9,16.16,2018-05-09,6
8.49,4.95,10.87,16.28,6.28,-999.0,2.02,16.9,2018-05-10,6
8.37,6.77,10.91,18.89,8.89,-999.0,0.0,18.86,2018-05-11,6
9.16,5.78,10.94,18.62,8.62,-999.0,0.0,18.35,2018-05-12,6
9.24,1.44,10.98,14.86,4.86,-999.0,3.44,13.96,2018-05-13,6
9.44,5.1,11.01,16.86,6.86,-999.0,1.44,16.98,2018-05-14,6
9.41,7.29,11.04,21.41,11.41,7.36,0.0,21.61,2018-05-15,6
9.42,2.29,11.07,17.06,7.06,-999.0,1.24,17.36,2018-05-16,6
9.33,1.93,11.1,17.98,7.98,-999.0,0.32,17.45,2018-05-17,6
9.0,2.02,11.13,13.9,3.9,-999.0,4.4,14.42,2018-05-18,6
9.32,1.86,11.16,15.42,5.42,-999.0,2.88,15.82,2018-05-19,6
9.36,6.28,11.18,22.75,12.75,-999.0,0.0,22.45,2018-05-20,6
8.58,7.51,11.21,19.89,9.89,7.56,0.0,19.47,2018-05-21,6
9.09,1.83,11.24,17.42,7.42,-999.0,0.88,17.75,2018-05-22,6
8.68,6.47,11.26,21.08,11.08,-999.0,0.0,20.73,2018-05-23,6
7.59,7.94,11.28,20.83,10.83,7.94,0.0,20.43,2018-05-24,6
8.25,7.64,11.31,20.36,10.36,7.79,0.0,21.28,2018-05-25,6
9.54,7.3,11.33,24.07,14.07,7.52,0.0,24.02,2018-05-26,6
9.98,4.11,11.35,19.32,9.32,-999.0,0.0,20.56,2018-05-27,6
9.37,3.77,11.37,18.19,8.19,-999.0,0.11,17.82,2018-05-28,6
9.42,3.99,11.39,22.26,12.26,-999.0,0.0,22.17,2018-05-29,6
9.63,4.4,11.4,21.32,11.32,-999.0,0.0,21.03,2018-05-30,6
9.88,3.18,11.42,21.27,11.27,-999.0,0.0,21.3,2018-05-31,6
9.99,5.02,11.44,24.27,14.27,-999.0,0.0,24.13,2018-06-01,6
9.86,4.33,11.45,24.0,14.0,-999.0,0.0,23.85,2018-06-02,6
9.24,1.7,11.46,16.02,6.02,-999.0,2.28,15.89,2018-06-03,6
8.31,6.78,11.48,17.36,7.36,-999.0,0.94,17.37,2018-06-04,6
8.09,6.93,11.49,18.2,8.2,-999.0,0.1,19.0,2018-06-05,6
8.62,5.83,11.5,17.75,7.75,-999.0,0.55,17.46,2018-06-06,6
8.51,6.45,11.51,18.26,8.26,-999.0,0.04,18.17,2018-06-07,6
8.65,6.06,11.52,20.09,10.09,-999.0,0.0,20.71,2018-06-08,6
9.43,5.11,11.53,22.09,12.09,-999.0,0.0,21.95,2018-06-09,6
9.63,2.62,11.54,19.2,9.2,-999.0,0.0,19.67,2018-06-10,6
8.57,3.54,11.55,15.95,5.95,-999.0,2.35,15.71,2018-06-11,6
7.69,7.89,11.55,16.69,6.69,8.14,1.61,17.1,2018-06-12,6
9.62,4.7,11.56,20.98,10.98,-999.0,0.0,21.59,2018-06-13,6
8.2,8.01,11.56,21.66,11.66,8.09,0.0,22.2,2018-06-14,6
7.85,7.82,11.57,19.45,9.45,8.04,0.0,20.29,2018-06-15,6
8.33,7.99,11.57,20.85,10.85,8.03,0.0,21.69,2018-06-16,6
8.76,7.7,11.57,22.94,12.94,7.84,0.0,23.2,2018-06-17,6
9.61,7.44,11.57,24.42,14.42,7.71,0.0,24.87,2018-06-18,6
10.04,4.7,11.57,23.76,13.76,-999.0,0.0,24.81,2018-06-19,6
9.85,5.21,11.57,23.52,13.52,-999.0,0.0,23.89,2018-06-20,6
9.93,3.85,11.57,22.82,12.82,-999.0,0.0,22.55,2018-06-21,6
9.61,1.88,11.57,21.26,11.26,-999.0,0.0,20.63,2018-06-22,6
9.99,2.59,11.57,22.63,12.63,-999.0,0.0,22.39,2018-06-23,6
9.47,6.89,11.56,23.92,13.92,-999.0,0.0,24.3,2018-06-24,6
8.48,7.37,11.56,21.66,11.66,-999.0,0.0,21.82,2018-06-25,6
8.14,6.85,11.55,20.32,10.32,-999.0,0.0,20.48,2018-06-26,6
9.5,2.44,11.55,20.47,10.47,-999.0,0.0,21.25,2018-06-27,6
9.63,6.81,11.54,25.77,15.77,-999.0,0.0,25.5,2018-06-28,6
8.95,7.77,11.53,25.74,15.74,-999.0,0.0,25.81,2018-06-29,6
9.02,7.58,11.53,26.41,16.41,7.83,0.0,26.76,2018-06-30,6
9.04,7.72,11.52,27.07,17.07,-999.0,0.0,27.2,2018-07-01,6
9.26,7.73,11.51,27.44,17.44,7.8,0.0,27.81,2018-07-02,6
9.82,6.96,11.49,28.48,18.48,7.71,0.0,28.49,2018-07-03,6
9.74,7.5,11.48,26.8,16.8,7.61,0.0,26.54,2018-07-04,6
9.88,6.92,11.47,27.11,17.11,-999.0,0.0,27.13,2018-07-05,6
9.78,3.67,11.46,23.41,13.41,-999.0,0.0,24.93,2018-07-06,6
7.69,7.73,11.44,19.81,9.81,8.09,0.0,19.65,2018-07-07,6
7.51,8.05,11.43,20.22,10.22,8.05,0.0,20.57,2018-07-08,6
7.74,8.02,11.41,22.18,12.18,8.02,0.0,22.48,2018-07-09,6
8.65,7.74,11.39,24.51,14.51,7.85,0.0,25.53,2018-07-10,6
9.32,7.38,11.37,26.85,16.85,7.69,0.0,26.5,2018-07-11,6
9.09,6.68,11.36,23.92,13.92,-999.0,0.0,23.75,2018-07-12,6
8.62,7.47,11.34,24.15,14.15,-999.0,0.0,23.87,2018-07-13,6
8.87,7.51,11.32,24.28,14.28,7.63,0.0,24.67,2018-07-14,6
9.67,3.95,11.29,25.01,15.01,-999.0,0.0,25.09,2018-07-15,6
9.78,7.21,11.27,27.13,17.13,7.43,0.0,27.38,2018-07-16,6
10.07,5.43,11.25,27.19,17.19,-999.0,0.0,26.6,2018-07-17,6
8.64,7.29,11.23,23.86,13.86,7.72,0.0,23.95,2018-07-18,6
7.73,7.77,11.2,22.25,12.25,7.87,0.0,22.41,2018-07-19,6
8.37,7.11,11.18,22.95,12.95,-999.0,0.0,22.75,2018-07-20,6
9.55,0.76,11.15,19.92,9.92,-999.0,0.0,20.53,2018-07-21,6
9.72,5.27,11.12,22.94,12.94,-999.0,0.0,23.67,2018-07-22,6
10.07,4.51,11.1,25.39,15.39,-999.0,0.0,24.84,2018-07-23,6
10.2,4.25,11.07,25.42,15.42,-999.0,0.0,24.98,2018-07-24,6
10.11,3.39,11.04,24.03,14.03,-999.0,0.0,23.99,2018-07-25,6
9.48,6.66,11.01,25.28,15.28,-999.0,0.0,25.07,2018-07-26,6
9.71,5.53,10.97,25.33,15.33,-999.0,0.0,25.26,2018-07-27,6
9.34,6.63,10.94,25.01,15.01,-999.0,0.0,24.92,2018-07-28,6
8.73,6.63,10.91,23.08,13.08,-999.0,0.0,23.28,2018-07-29,6
9.23,1.76,10.87,21.59,11.59,-999.0,0.0,21.43,2018-07-30,6
10.07,3.99,10.84,23.05,13.05,-999.0,0.0,23.22,2018-07-31,6
10.11,5.94,10.8,25.79,15.79,-999.0,0.0,25.8,2018-08-01,6
10.05,6.0,10.77,26.29,16.29,-999.0,0.0,25.9,2018-08-02,6
9.98,3.13,10.73,25.95,15.95,-999.0,0.0,25.43,2018-08-03,6
9.56,6.48,10.69,25.83,15.83,-999.0,0.0,25.37,2018-08-04,6
9.25,6.99,10.65,25.88,15.88,-999.0,0.0,26.16,2018-08-05,6
9.44,6.52,10.61,26.17,16.17,-999.0,0.0,26.02,2018-08-06,6
9.87,6.71,10.57,26.64,16.64,-999.0,0.0,26.56,2018-08-07,6
10.03,6.72,10.53,26.74,16.74,6.84,0.0,26.77,2018-08-08,6
9.55,6.76,10.48,26.23,16.23,-999.0,0.0,25.86,2018-08-09,6
9.55,6.75,10.44,25.57,15.57,6.91,0.0,26.02,2018-08-10,6
10.18,4.32,10.39,26.16,16.16,-999.0,0.0,25.75,2018-08-11,6
9.87,6.11,10.35,24.95,14.95,-999.0,0.0,24.71,2018-08-12,6
9.78,5.5,10.3,24.55,14.55,-999.0,0.0,24.27,2018-08-13,6
9.55,5.88,10.25,22.62,12.62,-999.0,0.0,22.69,2018-08-14,6
9.11,6.69,10.2,24.93,14.93,6.88,0.0,24.83,2018-08-15,6
9.33,5.53,10.16,26.11,16.11,-999.0,0.0,25.91,2018-08-16,6
9.86,6.24,10.11,25.99,15.99,-999.0,0.0,25.76,2018-08-17,6
10.0,5.57,10.05,25.54,15.54,-999.0,0.0,25.07,2018-08-18,6
10.0,2.35,10.0,22.09,12.09,-999.0,0.0,21.85,2018-08-19,6
10.03,2.9,9.95,22.14,12.14,-999.0,0.0,21.53,2018-08-20,6
10.3,3.49,9.9,22.59,12.59,-999.0,0.0,22.73,2018-08-21,6
9.52,5.27,9.84,24.14,14.14,-999.0,0.0,24.23,2018-08-22,6
8.0,6.61,9.79,20.88,10.88,6.72,0.0,20.66,2018-08-23,6
7.66,6.67,9.73,21.09,11.09,6.77,0.0,21.03,2018-08-24,6
8.42,5.18,9.67,21.39,11.39,-999.0,0.0,21.09,2018-08-25,6
9.04,6.23,9.61,22.7,12.7,6.33,0.0,23.02,2018-08-26,6
9.62,5.93,9.56,25.85,15.85,-999.0,0.0,25.76,2018-08-27,6
9.82,6.11,9.5,27.25,17.25,6.16,0.0,27.23,2018-08-28,6
9.82,6.07,9.43,28.14,18.14,6.14,0.0,27.84,2018-08-29,6
9.78,6.06,9.38,27.16,17.16,6.12,0.0,26.78,2018-08-30,6
10.12,2.08,9.32,22.32,12.32,-999.0,0.0,22.81,2018-08-31,6
10.11,2.67,9.27,23.02,13.02,-999.0,0.0,22.61,2018-09-01,6
9.95,5.07,9.22,24.03,14.03,-999.0,0.0,23.97,2018-09-02,6
9.87,5.82,9.17,26.83,16.83,-999.0,0.0,26.62,2018-09-03,6
9.76,6.07,9.11,27.33,17.33,6.09,0.0,27.43,2018-09-04,6
9.79,5.87,9.06,27.59,17.59,-999.0,0.0,27.32,2018-09-05,6
9.83,5.94,9.0,28.03,18.03,6.03,0.0,27.77,2018-09-06,6
10.04,3.73,8.94,25.28,15.28,-999.0,0.0,24.96,2018-09-07,6
9.79,1.05,8.89,19.34,9.34,-999.0,0.0,19.97,2018-09-08,6
9.4,0.95,8.83,16.23,6.23,-999.0,2.07,16.03,2018-09-09,6
9.76,1.87,8.77,19.37,9.37,-999.0,0.0,19.25,2018-09-10,6
9.99,2.73,8.71,22.3,12.3,-999.0,0.0,22.44,2018-09-11,6
10.16,3.19,8.65,24.54,14.54,-999.0,0.0,24.0,2018-09-12,6
9.97,2.61,8.59,24.29,14.29,-999.0,0.0,23.62,2018-09-13,6
9.87,2.3,8.53,23.01,13.01,-999.0,0.0,22.56,2018-09-14,6
9.23,4.69,8.47,22.5,12.5,-999.0,0.0,21.98,2018-09-15,6
8.63,5.47,8.41,22.15,12.15,5.67,0.0,21.65,2018-09-16,6
9.73,1.81,8.35,21.77,11.77,-999.0,0.0,22.39,2018-09-17,6
9.81,2.15,8.28,24.56,14.56,-999.0,0.0,24.58,2018-09-18,6
8.95,5.05,8.22,23.24,13.24,-999.0,0.0,22.92,2018-09-19,6
9.44,3.16,8.16,20.92,10.92,-999.0,0.0,20.53,2018-09-20,6
9.85,2.69,8.09,20.84,10.84,-999.0,0.0,20.95,2018-09-21,6
9.31,3.81,8.03,19.29,9.29,-999.0,0.0,20.29,2018-09-22,6
9.45,0.78,7.96,16.2,6.2,-999.0,2.1,16.06,2018-09-23,6
9.32,1.24,7.89,17.82,7.82,-999.0,0.48,17.23,2018-09-24,6
9.74,2.97,7.83,20.79,10.79,-999.0,0.0,21.3,2018-09-25,6
9.7,4.52,7.76,24.57,14.57,-999.0,0.0,23.98,2018-09-26,6
9.39,3.13,7.69,18.11,8.11,-999.0,0.19,18.22,2018-09-27,6
9.02,2.58,7.63,18.34,8.34,-999.0,0.0,18.98,2018-09-28,6
7.96,4.93,7.56,18.28,8.28,-999.0,0.02,17.88,2018-09-29,6
7.98,4.94,7.49,17.18,7.18,4.96,1.12,17.1,2018-09-30,6
8.62,4.75,7.42,20.49,10.49,4.91,0.0,20.29,2018-10-01,6
9.14,3.63,7.35,22.06,12.06,-999.0,0.0,21.72,2018-10-02,6
8.37,4.78,7.28,20.53,10.53,-999.0,0.0,20.76,2018-10-03,6
9.15,4.39,7.21,21.68,11.68,4.73,0.0,21.65,2018-10-04,6
9.62,1.31,7.14,18.23,8.23,-999.0,0.07,17.88,2018-10-05,6
9.85,1.73,7.07,19.82,9.82,-999.0,0.0,19.5,2018-10-06,6
9.76,2.92,7.0,22.99,12.99,-999.0,0.0,22.72,2018-10-07,6
9.67,1.83,6.93,22.85,12.85,-999.0,0.0,22.2,2018-10-08,6
9.45,3.39,6.86,22.9,12.9,-999.0,0.0,22.33,2018-10-09,6
9.38,3.95,6.79,23.28,13.28,-999.0,0.0,22.83,2018-10-10,6
10.03,2.53,6.72,24.07,14.07,-999.0,0.0,23.58,2018-10-11,6
7.53,4.6,6.65,15.63,5.63,4.67,2.67,14.27,2018-10-12,6
7.61,2.47,6.58,10.47,0.47,-999.0,7.83,10.28,2018-10-13,6
8.1,1.43,6.51,10.76,0.76,-999.0,7.54,10.58,2018-10-14,6
9.39,1.3,6.44,17.27,7.27,-999.0,1.03,17.58,2018-10-15,6
7.7,3.95,6.37,11.73,1.73,-999.0,6.57,11.17,2018-10-16,6
7.01,4.2,6.31,12.34,2.34,4.39,5.96,11.6,2018-10-17,6
6.18,4.26,6.25,7.75,0.0,4.37,10.55,7.04,2018-10-18,6
7.14,3.01,6.19,9.08,0.0,-999.0,9.22,9.51,2018-10-19,6
7.99,2.48,6.13,13.33,3.33,-999.0,4.97,13.1,2018-10-20,6
6.66,3.61,6.07,5.82,0.0,-999.0,12.48,6.9,2018-10-21,6
6.62,4.01,6.01,6.19,0.0,4.09,12.11,6.31,2018-10-22,6
7.11,3.92,5.95,11.84,1.84,4.03,6.46,11.02,2018-10-23,6
6.36,3.58,5.89,8.17,0.0,-999.0,10.13,7.49,2018-10-24,6
6.39,3.92,5.84,6.1,0.0,3.99,12.2,5.8,2018-10-25,6
7.68,1.46,5.78,5.75,0.0,-999.0,12.55,6.26,2018-10-26,6
8.12,1.38,5.72,8.98,0.0,-999.0,9.32,9.08,2018-10-27,6
8.15,1.88,5.66,9.08,0.0,-999.0,9.22,8.67,2018-10-28,6
7.46,2.05,5.61,9.66,0.0,-999.0,8.64,9.81,2018-10-29,6
6.22,3.72,5.55,8.92,0.0,3.72,9.38,8.11,2018-10-30,6
7.4,3.35,5.49,11.49,1.49,-999.0,6.81,11.75,2018-10-31,6
8.6,2.16,5.44,16.13,6.13,-999.0,2.17,15.82,2018-11-01,6
9.51,0.78,5.38,19.31,9.31,-999.0,0.0,18.92,2018-11-02,6
7.14,3.33,5.33,11.31,1.31,-999.0,6.99,11.28,2018-11-03,6
6.67,3.51,5.27,7.72,0.0,3.53,10.58,7.16,2018-11-04,6
8.12,0.71,5.22,9.97,0.0,-999.0,8.33,10.67,2018-11-05,6
8.3,1.03,5.17,14.87,4.87,-999.0,3.43,13.7,2018-11-06,6
7.41,2.91,5.11,11.85,1.85,3.31,6.45,11.72,2018-11-07,6
6.79,3.28,5.06,8.77,0.0,3.33,9.53,8.24,2018-11-08,6
8.04,0.69,5.01,7.69,0.0,-999.0,10.61,8.08,2018-11-09,6
5.9,3.33,4.96,3.2,0.0,3.37,15.1,3.51,2018-11-10,6
5.37,3.31,4.91,1.82,0.0,3.31,16.48,1.21,2018-11-11,6
7.03,2.15,4.86,3.87,0.0,-999.0,14.43,4.1,2018-11-12,6
8.08,0.88,4.81,6.61,0.0,-999.0,11.69,6.87,2018-11-13,6
6.28,2.52,4.76,2.04,0.0,-999.0,16.26,2.23,2018-11-14,6
6.86,-999.0,-999.0,1.46,0.0,-999.0,16.84,0.44,2018-11-15,6
6.55,2.57,4.67,2.7,0.0,-999.0,15.6,2.51,2018-11-16,6
6.66,2.39,4.63,3.6,0.0,-999.0,14.7,2.46,2018-11-17,6
6.66,1.83,4.58,3.68,0.0,-999.0,14.62,3.28,2018-11-18,6
7.29,2.19,4.54,6.59,0.0,-999.0,11.71,6.04,2018-11-19,6
7.18,1.76,4.5,5.26,0.0,-999.0,13.04,5.74,2018-11-20,6
6.01,2.68,4.46,2.96,0.0,2.86,15.34,2.68,2018-11-21,6
4.88,2.92,4.42,0.0,0.0,2.93,22.07,-4.15,2018-11-22,6
5.65,2.61,4.38,0.0,0.0,2.82,21.65,-3.64,2018-11-23,6
7.16,0.66,4.34,3.11,0.0,-999.0,15.19,3.98,2018-11-24,6
6.64,2.54,4.3,7.57,0.0,2.71,10.73,6.33,2018-11-25,6
7.68,0.57,4.27,7.9,0.0,-999.0,10.4,7.96,2018-11-26,6
6.7,1.45,4.23,2.73,0.0,-999.0,15.57,2.63,2018-11-27,6
6.44,1.93,4.2,1.34,0.0,-999.0,16.96,0.71,2018-11-28,6
5.74,2.56,4.17,1.9,0.0,2.7,16.4,0.79,2018-11-29,6
7.58,1.4,4.14,2.42,0.0,-999.0,15.88,2.4,2018-11-30,6
7.29,1.59,4.11,2.97,0.0,-999.0,15.33,3.41,2018-12-01,6
8.52,0.96,4.08,11.65,1.65,-999.0,6.65,11.85,2018-12-02,6
6.69,2.58,4.05,7.81,0.0,-999.0,10.49,8.88,2018-12-03,6
5.97,1.78,4.03,0.76,0.0,-999.0,17.54,1.42,2018-12-04,6
5.8,0.95,4.0,0.0,0.0,-999.0,20.33,-2.31,2018-12-05,6
6.27,1.81,3.98,0.36,0.0,-999.0,17.94,0.18,2018-12-06,6
5.3,2.61,3.96,0.0,0.0,2.66,18.63,-0.34,2018-12-07,6
5.39,2.45,3.94,0.0,0.0,-999.0,19.37,-1.89,2018-12-08,6
6.61,0.73,3.92,0.0,0.0,-999.0,19.48,-1.53,2018-12-09,6
5.49,2.34,3.9,0.0,0.0,-999.0,19.36,-1.67,2018-12-10,6
5.22,2.58,3.89,0.0,0.0,2.6,19.0,-1.74,2018-12-11,6
6.34,2.45,3.87,0.71,0.0,-999.0,17.59,0.45,2018-12-12,6
7.12,1.55,3.86,3.81,0.0,-999.0,14.49,2.33,2018-12-13,6
7.78,0.8,3.85,5.07,0.0,-999.0,13.23,5.23,2018-12-14,6
8.4,0.48,3.84,8.28,0.0,-999.0,10.02,7.85,2018-12-15,6
7.69,0.38,3.83,4.81,0.0,-999.0,13.49,5.11,2018-12-16,6
6.66,2.11,3.82,4.58,0.0,2.49,13.72,3.34,2018-12-17,6
5.47,2.55,3.82,0.39,0.0,2.55,17.91,0.1,2018-12-18,6
5.8,1.91,3.81,1.58,0.0,-999.0,16.72,0.3,2018-12-19,6
7.63,0.27,3.81,5.57,0.0,-999.0,12.73,4.2,2018-12-20,6
8.53,1.01,3.81,13.26,3.26,-999.0,5.04,13.33,2018-12-21,6
7.45,1.45,3.81,5.29,0.0,-999.0,13.01,5.08,2018-12-22,6
6.36,2.45,3.81,2.0,0.0,2.47,16.3,1.9,2018-12-23,6
6.68,1.53,3.82,2.56,0.0,-999.0,15.74,2.63,2018-12-24,6
5.86,1.97,3.82,0.76,0.0,2.48,17.54,0.07,2018-12-25,6
5.48,2.49,3.83,1.34,0.0,2.49,16.96,0.16,2018-12-26,6
6.37,2.31,3.84,2.73,0.0,2.45,15.57,2.22,2018-12-27,6
8.46,0.43,3.85,9.51,0.0,-999.0,8.79,10.43,2018-12-28,6
6.59,2.49,3.86,4.61,0.0,2.52,13.69,6.08,2018-12-29,6
6.26,2.2,3.87,3.12,0.0,2.49,15.18,2.43,2018-12-30,6
7.62,0.56,3.88,4.4,0.0,-999.0,13.9,4.63,2018-12-31,6
7.53,1.53,3.9,8.52,0.0,-999.0,9.78,9.82,2019-01-01,6
6.22,0.86,2.88,0.0,0.0,-999.0,22.91,-4.68,2016-01-01,7
6.09,0.86,2.9,0.0,0.0,-999.0,23.74,-4.78,2016-01-02,7
6.38,0.62,2.91,0.0,0.0,-999.0,24.21,-3.32,2016-01-03,7
3.86,1.87,2.93,0.0,0.0,2.0,37.37,-19.79,2016-01-04,7
4.08,1.91,2.95,0.0,0.0,1.99,39.59,-21.2,2016-01-05,7
5.54,1.71,2.97,0.0,0.0,1.95,26.87,-9.27,2016-01-06,7
